id,year,wave,region,income,family_member,gender,year_born,education_level,marriage,religion,occupation,company_size
260101,2009,5,Seoul,5487,4,Female,1961,Middle school,3,Have religion, , 
260101,2010,6,Seoul,4655,4,Female,1961,Middle school,3,Have religion, , 
260101,2011,7,Seoul,5739,4,Female,1961,Middle school,3,Have religion, , 
260101,2012,8,Seoul,3592,2,Female,1961,Middle school,3,Have religion,951,1
260101,2013,9,Seoul,3924,2,Female,1961,Middle school,3,Have religion,951,1
260101,2014,10,Seoul,5681,2,Female,1961,Middle school,3,Have religion,951,1
260101,2015,11,Seoul,1851,1,Female,1961,Middle school,3,Have religion,951,1
260101,2016,12,Seoul,2044,1,Female,1961,Middle school,3,Have religion,951,1
260101,2017,13,Seoul,2144,1,Female,1961,Middle school,3,Have religion,951,1
260101,2018,14,Seoul,2532,1,Female,1961,Middle school,3,Have religion,951,1
261101,2015,11,Seoul,36,2,Male,1984,University degree,1,Do not have, , 
261101,2016,12,Seoul,2614,2,Male,1984,University degree,1,Do not have,521,1
261101,2017,13,Seoul,4924,2,Male,1984,University degree,1,Have religion,521,1
261101,2018,14,Seoul,3909,2,Male,1984,University degree,1,Do not have,531,1
270101,2005,1,Seoul,3600,4,Male,1975,University degree,1,Do not have,733,1
270101,2006,2,Seoul,3672,4,Male,1975,University degree,1,Do not have,733,1
280101,2005,1,Seoul,3600,2,Male,1968,High school,5,Do not have,913,3
280101,2006,2,Seoul,3605,2,Male,1968,High school,5,Do not have,913,5
280101,2007,3,Seoul,6638,2,Male,1968,High school,5,Have religion,913,3
280101,2008,4,Seoul,3890,2,Male,1968,High school,5,Do not have,922,3
280101,2009,5,Seoul,1603,2,Male,1968,High school,5,Do not have,311,1
280101,2010,6,Seoul,2762,1,Male,1968,High school,5,Do not have,311,3
280101,2011,7,Seoul,1211,2,Male,1968,High school,5,Do not have, , 
280101,2012,8,Seoul,1467,2,Male,1968,High school,5,Do not have, , 
280101,2013,9,Seoul,814,2,Male,1968,High school,5,Do not have,274,1
280101,2014,10,Jeolla & Jeju,1962,2,Male,1968,High school,5,Do not have,274,1
280101,2015,11,Jeolla & Jeju,3809,2,Male,1971,University degree,5,Do not have,873,1
280101,2016,12,Jeolla & Jeju,3446,2,Male,1971,University degree,5,Do not have,873,1
280101,2017,13,Jeolla & Jeju,4855,2,Female,1945,Elementary,2,Do not have, , 
280101,2018,14,Jeolla & Jeju,2310,1,Male,1971,University degree,5,Do not have,873,1
280601,2010,6,Jeolla & Jeju,3236,1,Male,1971,University degree,5,Do not have,873,7
280601,2011,7,Jeolla & Jeju,3733,1,Male,1971,University degree,1,Do not have,873,4
280601,2012,8,Jeolla & Jeju,4227,2,Male,1971,University degree,1,Do not have,873,5
280601,2013,9,Jeolla & Jeju,3914,2,Male,1971,University degree,1,Do not have,873,5
280601,2014,10,Jeolla & Jeju,3053,1,Male,1971,University degree,3,Do not have,873,3
290101,2005,1,Seoul,884,2,Male,1941,Middle school,1,Have religion, , 
300101,2005,1,Seoul,600,2,Male,1943,Elementary,1,Have religion, , 
300101,2006,2,Seoul,1013,2,Male,1943,Elementary,1,Have religion, , 
300101,2007,3,Seoul,552,1,Male,1943,Elementary,2,Do not have, , 
300101,2008,4,Seoul,1131,1,Male,1943,Elementary,2,Have religion, , 
300101,2009,5,Seoul,1380,1,Male,1943,Elementary,2,Do not have, , 
300101,2010,6,Seoul,846,1,Male,1943,Elementary,2,Do not have, , 
300101,2011,7,Seoul,1540,1,Male,1943,Elementary,2,Have religion, , 
300101,2012,8,Seoul,1308,1,Male,1943,Elementary,2,Have religion, , 
300101,2013,9,Seoul,1316,1,Male,1943,Elementary,2,Do not have, , 
300101,2014,10,Seoul,1238,1,Male,1943,Elementary,2,Do not have, , 
300101,2015,11,Seoul,1268,1,Male,1943,Elementary,2,Have religion, , 
300101,2016,12,Seoul,1102,1,Male,1943,Elementary,2,Have religion, , 
300101,2017,13,Seoul,1450,1,Male,1943,Elementary,2,Have religion, , 
300101,2018,14,Seoul,1195,1,Male,1943,Elementary,2,Do not have, , 
310101,2005,1,Seoul,2160,4,Male,1963,High school,1,Do not have,930,1
310101,2006,2,Seoul,4293.830721,4,Male,1963,High school,1,Do not have,930,1
310101,2007,3,Seoul,1292,3,Female,1964,High school,2,Do not have, , 
310101,2008,4,Seoul,1456,3,Female,1964,High school,2,Do not have,510,1
320101,2005,1,Seoul,1349,2,Male,1925,Elementary,1,Do not have, , 
320101,2006,2,Seoul,1349,2,Male,1925,Elementary,1,Do not have, , 
320101,2007,3,Seoul,856,1,Female,1930,No education (7 & over 7 yrs-old),2,Do not have, , 
320101,2008,4,Seoul,799,1,Female,1930,No education (7 & over 7 yrs-old),2,Do not have, , 
320101,2009,5,Seoul,1048,1,Female,1930,No education (7 & over 7 yrs-old),2,Do not have, , 
320101,2010,6,Seoul,852,1,Female,1930,No education (7 & over 7 yrs-old),2,Do not have, , 
320101,2011,7,Seoul,1298,1,Female,1930,No education (7 & over 7 yrs-old),2,Do not have, , 
320101,2012,8,Seoul,1223,1,Female,1930,No education (7 & over 7 yrs-old),2,Do not have, , 
320101,2013,9,Seoul,921,1,Female,1930,No education (7 & over 7 yrs-old),2,Do not have, , 
320101,2014,10,Seoul,1214,1,Female,1930,No education (7 & over 7 yrs-old),2,Do not have, , 
330101,2005,1,Seoul,879,2,Male,1934,Elementary,1,Do not have, , 
330101,2006,2,Seoul,983,2,Male,1934,Elementary,1,Do not have, , 
330101,2007,3,Seoul,875,2,Male,1934,Elementary,1,Do not have, , 
330101,2008,4,Seoul,1157,2,Male,1934,Elementary,1,Do not have, , 
330101,2009,5,Seoul,1166,2,Male,1934,Elementary,1,Do not have, , 
330101,2010,6,Seoul,1674,2,Male,1934,Elementary,1,Do not have, , 
330101,2011,7,Seoul,418,2,Male,1934,Elementary,1,Do not have, , 
330101,2012,8,Seoul,1088,2,Female,1939,Elementary,1,Have religion, , 
330101,2013,9,Seoul,884,2,Female,1939,Elementary,1,Do not have, , 
330101,2014,10,Seoul,420,1,Female,1939,Elementary,2,Have religion, , 
330101,2015,11,Seoul,1027,1,Female,1939,Elementary,2,Have religion, , 
330101,2016,12,Kyoung-buk,801,1,Female,1939,Elementary,2,Have religion, , 
330101,2017,13,Seoul,1019,1,Female,1939,Elementary,2,Have religion, , 
340101,2005,1,Seoul,964,3,Male,1937,Elementary,1,Have religion, , 
340101,2006,2,Seoul,729,3,Male,1937,Elementary,1,Have religion, , 
340101,2007,3,Seoul,1895,3,Male,1937,Elementary,1,Have religion, , 
340101,2008,4,Seoul,1281,3,Male,1937,Elementary,1,Have religion, , 
340101,2009,5,Seoul,1310,3,Male,1937,Elementary,1,Have religion, , 
340101,2010,6,Seoul,1360,3,Male,1937,Elementary,1,Have religion, , 
340101,2011,7,Seoul,707,3,Male,1937,Elementary,1,Have religion, , 
